id,data_size,workload,invocations,func_type_id,associated_iot_id
147,0.313437,761,12,7,89
148,0.162392,237,5,9,19
149,0.104532,744,9,7,96
150,0.408549,444,5,8,27
151,0.068155,356,6,6,47
152,0.370896,215,12,7,86
153,0.048842,465,13,3,15
154,0.020417,393,6,3,64
155,0.158534,284,14,6,70
156,0.325886,376,8,0,61
157,0.437903,299,6,9,93
158,0.256889,611,14,3,36
159,0.207698,224,13,6,31
160,0.089273,669,11,8,37
161,0.214638,451,7,8,2
162,0.290065,632,8,4,93
163,0.243683,540,15,1,92
164,0.351202,477,11,0,32
165,0.412782,274,8,9,41
166,0.100962,600,13,5,31
167,0.050839,625,9,6,98
168,0.253898,202,13,0,13
169,0.250436,212,6,9,1
170,0.237761,440,15,3,22
171,0.078148,404,11,5,91
172,0.246017,303,9,5,97
173,0.376292,513,14,5,26
174,0.366519,441,15,6,67
175,0.067342,684,6,4,5
176,0.283027,642,15,2,25
177,0.038786,530,9,8,57
178,0.309874,519,5,8,75
179,0.033461,550,5,3,61
180,0.265889,704,5,5,59
181,0.303402,683,9,1,29
182,0.234663,293,14,0,86
183,0.389578,339,12,0,94
184,0.405251,241,15,4,54
185,0.213385,205,9,3,90
186,0.448321,381,11,7,99
187,0.093599,627,7,6,17
188,0.091052,421,5,0,79
189,0.166508,614,5,4,93
190,0.398639,657,8,1,14
191,0.3854,353,5,7,10
192,0.369073,485,6,4,98
193,0.141411,767,10,7,87
194,0.060196,666,15,6,62
195,0.334533,332,15,0,24
196,0.426529,767,7,3,29
197,0.420599,251,7,9,23
198,0.094545,315,9,6,90
199,0.424714,618,13,1,2
200,0.474873,732,5,3,25
201,0.070351,225,8,4,73
202,0.430638,737,15,2,9
203,0.237059,656,7,0,67
204,0.236131,394,12,4,85
205,0.442597,249,6,9,20
206,0.161829,429,13,8,61
207,0.108257,344,6,0,67
208,0.071504,239,6,5,63
209,0.405436,395,10,8,65
210,0.24805,360,9,5,16
211,0.479345,787,9,2,13
212,0.401865,778,11,7,20
213,0.018043,651,15,5,2
214,0.388882,397,13,3,8
215,0.043275,387,13,5,60
216,0.242166,343,8,4,26
217,0.082951,753,15,6,75
218,0.086895,237,8,7,79
219,0.231307,773,15,4,19
220,0.295952,702,11,0,32
221,0.248605,424,14,2,47
222,0.286512,614,7,7,86
223,0.236761,466,11,0,26
224,0.044033,370,11,5,60
225,0.080263,549,8,0,23
226,0.032479,449,12,4,65
227,0.35296,601,9,6,52
228,0.103088,675,14,6,87
229,0.301958,284,9,8,35
230,0.326717,572,10,8,73
231,0.047914,776,14,1,93
232,0.298611,694,10,9,58
233,0.258768,201,6,4,68
234,0.40865,748,9,4,8
235,0.119243,534,7,1,30
236,0.099632,237,14,5,86
237,0.210985,556,15,3,75
238,0.216297,457,9,9,22
239,0.034171,379,10,0,69
240,0.062484,431,8,7,75
241,0.169187,355,11,3,95
242,0.233721,689,14,4,75
243,0.338208,219,5,7,63
244,0.056024,218,15,6,91
245,0.338542,572,9,2,38
246,0.398434,667,6,1,59
247,0.265921,674,15,1,44
248,0.14188,650,14,6,14
249,0.239249,318,14,2,79
250,0.069985,315,15,1,88
251,0.114927,440,9,2,69
252,0.37801,512,11,1,68
253,0.365855,529,15,1,89
254,0.021129,784,13,9,65
255,0.280248,273,14,4,77
256,0.235653,683,9,9,95
257,0.228894,526,8,3,77
258,0.030598,578,10,4,97
259,0.31904,265,9,2,3
260,0.481537,726,10,1,68
261,0.456705,791,10,0,76
262,0.48376,566,9,6,40
263,0.406254,557,15,1,11
264,0.166121,755,13,6,17
265,0.29576,294,14,4,42
266,0.192776,716,15,0,30
267,0.035015,509,15,1,95
268,0.301508,263,14,1,98
269,0.08954,224,8,0,52
270,0.238287,645,11,9,55
271,0.024866,470,7,1,1
272,0.138969,321,7,8,44
273,0.386176,523,13,7,6
274,0.175134,258,10,1,63
275,0.331434,635,9,9,88
276,0.081346,342,9,4,9
277,0.190989,463,12,0,21
278,0.111272,691,14,4,39
279,0.419807,217,6,1,36
280,0.127064,354,12,3,33
281,0.411855,688,14,0,0
282,0.133194,617,15,6,2
283,0.169658,631,10,7,78
284,0.205833,668,15,3,98
285,0.455093,699,7,9,6
286,0.066575,502,13,7,52
287,0.143231,552,13,4,81
288,0.275532,237,9,7,43
289,0.482605,344,10,2,35
290,0.051902,609,9,6,68
291,0.192106,751,12,5,83
292,0.48441,598,7,5,85
293,0.49908,570,15,5,91
294,0.234641,274,5,8,55
295,0.173344,798,9,6,62
296,0.051754,707,8,3,41
297,0.371179,697,9,3,27
298,0.018658,541,5,8,95
299,0.461967,738,13,9,77
300,0.149185,604,8,1,40
301,0.179591,323,15,9,85
302,0.011654,754,13,2,61
303,0.254984,356,10,2,92
304,0.299903,595,6,3,55
305,0.284172,564,13,3,38
306,0.275695,441,11,2,6
307,0.335531,603,6,9,59
308,0.392049,594,8,4,73
309,0.340136,233,13,4,6
310,0.415441,604,13,3,64
311,0.34484,589,13,0,82
312,0.209832,387,8,6,97
313,0.165005,425,7,8,90
314,0.45729,292,7,2,11
315,0.213328,530,9,8,72
316,0.442987,414,6,8,19
317,0.098759,730,15,7,68
318,0.346868,388,5,2,93
319,0.261475,293,13,5,54
320,0.185756,688,15,4,27
321,0.475942,661,8,9,68
322,0.279266,769,11,4,18
323,0.090013,704,6,8,30
324,0.328742,317,6,9,30
325,0.336628,475,9,5,0
326,0.107704,688,9,0,68
327,0.424356,287,14,8,54
328,0.133987,378,14,4,13
329,0.087244,325,15,9,59
330,0.387996,503,7,2,82
331,0.066647,355,15,8,24
332,0.42599,767,6,7,15
333,0.269989,447,14,9,4
334,0.201429,769,12,5,17
335,0.320712,651,6,3,85
336,0.017169,672,6,6,12
337,0.304434,379,14,8,86
338,0.385594,758,12,0,58
339,0.384451,498,13,2,21
340,0.31533,538,10,1,9
341,0.055795,351,15,3,74
342,0.122678,656,15,7,46
343,0.090781,740,13,2,97
344,0.37398,256,15,8,35
345,0.343407,574,11,1,25
346,0.32971,501,6,4,67
347,0.439048,592,14,2,70
348,0.396084,425,9,0,81
349,0.404581,610,5,7,34
350,0.200528,318,9,6,0
351,0.367894,273,11,8,28
352,0.489872,684,8,9,29
353,0.04313,451,9,2,22
354,0.401155,407,15,5,93
355,0.015669,203,15,4,30
356,0.212921,359,11,7,12
357,0.031459,460,11,6,75
358,0.43668,399,9,1,21
359,0.071613,325,6,5,35
360,0.093413,546,13,2,12
361,0.054386,408,10,3,95
362,0.151938,350,5,0,4
363,0.352756,691,11,0,92
364,0.012678,522,12,6,89
365,0.279016,262,9,5,52
366,0.200924,444,12,2,70
367,0.352443,324,15,1,69
368,0.185831,364,11,5,78
369,0.172962,248,15,1,6
370,0.145454,240,8,1,40
371,0.462332,652,13,6,13
372,0.389912,211,14,4,34
373,0.404655,401,14,1,33
374,0.020867,368,7,8,50
375,0.347931,337,10,0,87
376,0.197573,693,7,3,49
377,0.480384,362,7,9,50
378,0.471829,634,15,4,96
379,0.1629,631,6,9,82
380,0.48018,604,6,0,59
381,0.230303,529,7,1,91
382,0.040169,730,13,1,98
383,0.306448,318,10,8,82
384,0.166835,594,11,1,30
385,0.101738,631,7,2,89
386,0.249107,287,15,3,24
387,0.111711,727,8,5,80
388,0.310717,798,8,5,23
389,0.481598,304,9,7,33
390,0.290833,774,13,7,49
391,0.289506,684,10,3,21
392,0.476989,770,8,6,66
393,0.483759,528,7,4,67
394,0.058181,480,15,5,52
395,0.194769,762,13,1,89
396,0.494813,308,8,5,57
397,0.151457,445,10,5,66
398,0.347295,687,6,3,33
399,0.213478,656,7,8,16
400,0.462629,358,15,0,49
401,0.460285,394,5,0,59
402,0.338353,580,7,9,85
403,0.206591,554,7,3,35
404,0.188213,411,15,3,3
405,0.131698,471,13,1,44
406,0.468998,224,6,8,5
407,0.086114,334,12,2,57
408,0.396653,226,8,8,6
409,0.191983,205,12,1,60
410,0.151657,447,12,1,47
411,0.20215,406,15,0,88
412,0.425093,288,13,7,28
413,0.019519,289,14,3,18
414,0.367361,551,14,0,47
415,0.326298,469,8,8,58
416,0.338237,605,15,5,64
417,0.408472,451,7,1,93
418,0.029165,631,8,1,12
419,0.302065,245,10,8,79
420,0.074881,393,15,9,73
421,0.438954,507,13,8,30
422,0.446044,450,7,4,10
423,0.211148,256,6,0,12
424,0.337298,233,13,8,23
425,0.037161,425,8,8,10
426,0.157966,462,13,7,61
427,0.106275,383,5,5,81
428,0.225455,330,10,2,8
429,0.254985,364,14,1,15
430,0.149577,637,13,1,4
431,0.163956,660,13,3,29
432,0.426079,327,5,1,79
433,0.316693,571,15,1,84
434,0.389905,475,14,6,9
435,0.211463,399,6,5,88
436,0.368287,231,8,8,71
437,0.167436,341,15,2,60
438,0.282888,651,14,1,43
439,0.229767,223,15,3,18
440,0.425914,504,14,6,43
441,0.35768,721,6,1,15
442,0.262025,759,12,6,17
443,0.4079,520,15,4,66
444,0.165968,604,12,0,1
445,0.37431,517,7,5,29
446,0.259887,350,6,8,18
447,0.03501,430,5,2,91
448,0.098213,653,14,5,0
449,0.49009,471,10,6,26
450,0.279307,466,8,8,89
451,0.201402,212,13,1,98
452,0.096254,326,14,1,16
453,0.048824,225,8,4,21
454,0.045082,320,8,4,66
455,0.323927,271,14,3,1
456,0.471477,661,5,2,68
457,0.079773,574,14,6,74
458,0.096168,222,15,3,93
459,0.153163,340,6,6,9
460,0.125065,260,13,5,63
461,0.148991,570,11,7,7
462,0.023345,396,5,9,75
463,0.029242,754,15,4,64
464,0.229044,647,6,0,53
465,0.05738,762,10,4,80
466,0.35802,686,12,3,97
467,0.291766,761,8,0,93
468,0.322425,393,8,0,51
469,0.103553,285,15,0,15
470,0.056781,363,14,5,44
471,0.3101,316,10,0,46
472,0.287504,267,14,0,38
473,0.441963,233,15,0,56
474,0.264476,381,8,2,49
475,0.213518,615,9,8,47
476,0.069295,470,11,6,10
477,0.088815,677,9,9,23
478,0.401682,333,9,4,26
479,0.482098,682,9,2,35
480,0.298524,782,15,4,34
481,0.363861,215,14,4,66
482,0.387087,205,15,9,61
483,0.303166,455,5,3,14
484,0.227252,659,6,4,14
485,0.485405,238,12,6,92
486,0.490063,241,14,0,66
487,0.421851,626,13,2,14
488,0.342406,752,14,0,16
489,0.310796,363,15,7,67
490,0.491846,208,15,0,38
491,0.403663,394,14,2,15
492,0.327264,249,8,6,3
493,0.237577,665,12,3,87
494,0.455715,220,12,1,68
495,0.041444,784,15,5,46
496,0.197327,702,11,1,58
497,0.066857,329,12,5,60
498,0.225695,515,7,5,73
499,0.131834,284,9,6,66
500,0.28232,445,8,6,50
501,0.255979,314,8,2,59
502,0.447123,471,10,7,58
503,0.346198,268,7,9,89
504,0.460666,735,13,3,8
505,0.128957,761,7,5,13
506,0.364114,649,15,9,6
507,0.412521,362,6,5,34
508,0.275218,677,13,4,22
509,0.164025,308,12,5,26
510,0.374811,740,7,7,53
511,0.210889,286,14,0,92
512,0.258322,690,7,0,74
513,0.390521,710,5,3,19
514,0.031418,710,14,3,74
515,0.091969,598,13,3,8
516,0.043869,285,12,2,83
517,0.281014,347,11,6,81
518,0.157088,404,11,6,88
519,0.384495,615,6,0,0
520,0.108497,785,13,9,73
521,0.309969,308,15,7,31
522,0.458323,231,6,1,8
523,0.176979,466,7,3,72
524,0.359364,492,12,9,98
525,0.39479,287,12,5,12
526,0.338797,201,7,2,75
527,0.382782,321,10,4,54
528,0.098655,248,8,1,37
529,0.113806,218,10,5,88
530,0.147234,448,9,7,29
531,0.176818,422,6,8,92
532,0.058947,270,13,1,82
533,0.187963,406,9,9,51
534,0.378269,228,12,3,98
535,0.106038,522,7,0,84
536,0.060904,736,8,9,52
537,0.338627,246,5,4,32
538,0.394188,589,6,1,23
539,0.120039,259,5,0,76
540,0.372855,501,6,4,21
541,0.139462,444,5,3,51
542,0.201868,730,14,7,85
543,0.31793,780,9,3,1
544,0.20828,643,15,5,67
545,0.037238,378,11,0,63
546,0.196734,643,15,1,91
547,0.445848,556,7,5,48
548,0.393034,553,8,9,0
549,0.346279,391,6,2,35
550,0.026091,705,7,6,33
551,0.284007,471,9,6,27
552,0.073326,557,7,3,34
553,0.191362,367,10,8,27
554,0.202859,206,10,2,61
555,0.359125,301,8,2,45
556,0.497044,211,11,9,58
557,0.398737,493,15,5,33
558,0.299934,607,11,9,46
559,0.131894,321,13,2,69
560,0.283647,214,11,4,37
561,0.207721,420,10,1,40
562,0.470779,470,6,4,50
563,0.266625,396,10,7,7
564,0.296022,486,12,1,92
565,0.355662,275,9,8,2
566,0.282502,707,6,8,89
567,0.236066,248,10,9,87
568,0.276444,736,15,9,0
569,0.452145,255,10,3,98
570,0.24856,675,9,2,3
571,0.019789,664,14,3,45
572,0.281245,579,5,7,6
573,0.464231,531,6,5,31
574,0.028498,223,14,9,66
575,0.080787,695,11,2,66
576,0.133083,507,9,3,90
577,0.264506,595,5,8,28
578,0.031922,449,5,0,13
579,0.042659,282,13,1,35
580,0.075249,292,11,5,61
581,0.291102,655,13,1,90
582,0.43638,261,8,7,36
583,0.217826,742,12,1,52
584,0.379105,714,9,2,17
585,0.317019,300,13,1,30
586,0.418758,232,10,5,31
587,0.459572,307,11,6,14
588,0.054808,316,14,0,8
589,0.166656,750,9,3,4
590,0.063443,272,13,2,64
591,0.046817,220,8,1,46
592,0.16773,789,5,4,27
593,0.442021,567,14,0,16
594,0.420434,688,14,9,32
595,0.389233,797,11,7,62
596,0.120466,517,14,3,75
597,0.483633,213,8,7,10
598,0.065141,387,12,1,47
599,0.30649,296,6,7,70
600,0.303287,638,11,9,89
601,0.271491,351,8,0,53
602,0.139628,250,9,9,45
603,0.146154,581,10,2,15
604,0.064636,457,6,3,27
605,0.441272,771,8,0,68
606,0.227589,444,11,5,10
607,0.069299,252,15,9,55
608,0.041949,494,9,0,89
609,0.193311,293,8,1,45
610,0.424427,251,11,5,24
611,0.218025,359,7,1,46
612,0.306539,596,11,4,86
613,0.359338,640,13,3,85
614,0.132828,216,10,7,16
615,0.115898,247,9,2,56
616,0.336658,620,12,2,44
617,0.330606,652,12,2,27
618,0.349315,350,7,3,1
619,0.35583,570,11,9,54
620,0.400355,572,10,6,11
621,0.393156,652,11,5,48
622,0.065866,384,12,7,56
623,0.100261,324,5,8,66
624,0.18124,475,15,5,21
625,0.453951,727,7,0,68
626,0.075162,727,9,7,1
627,0.476353,225,14,7,87
628,0.251426,205,8,4,41
629,0.110935,599,11,2,11
630,0.108234,799,10,7,56
631,0.253346,223,6,2,13
632,0.054011,550,6,4,48
633,0.26673,340,8,0,93
634,0.367768,258,10,7,44
635,0.232855,376,14,5,73
636,0.337758,287,13,2,67
637,0.181817,784,6,5,30
638,0.281823,536,7,9,81
639,0.343975,532,9,7,56
640,0.422601,643,14,7,9
641,0.463556,425,13,4,8
642,0.481156,411,8,5,92
643,0.267006,350,12,5,39
644,0.183114,569,15,0,47
645,0.013161,233,5,2,20
646,0.362609,708,13,6,52
647,0.139544,434,15,8,21
648,0.180274,325,14,6,37
649,0.374743,383,10,7,94
650,0.462976,697,12,3,56
651,0.110729,421,5,4,82
652,0.424642,469,11,3,74
653,0.423788,752,7,0,17
654,0.428586,589,7,6,2
655,0.124758,667,9,3,10
656,0.153138,653,12,3,63
657,0.135454,684,12,1,36
658,0.18998,206,14,8,76
659,0.307421,449,5,0,39
660,0.274256,723,14,3,83
661,0.249905,713,6,8,15
662,0.030722,493,7,2,71
663,0.063448,352,11,5,27
664,0.47922,404,10,3,55
665,0.165319,518,8,0,56
666,0.103676,422,15,5,41
667,0.320223,700,6,5,15
668,0.425368,679,10,2,98
669,0.346004,348,6,5,37
670,0.022177,277,14,0,26
671,0.257694,525,13,8,68
672,0.29187,369,6,6,5
673,0.308234,650,13,7,61
674,0.403946,245,5,9,28
675,0.381426,409,5,8,98
676,0.171441,271,9,7,53
677,0.234292,222,15,9,91
678,0.257323,350,15,2,53
679,0.398404,544,6,9,98
680,0.485579,401,5,4,99
681,0.173871,564,12,4,74
682,0.216242,647,7,8,45
683,0.101936,370,6,1,75
684,0.199346,495,14,8,6
685,0.339613,745,8,1,28
686,0.257176,753,9,3,46
687,0.327883,288,13,0,55
688,0.109863,481,8,9,85
689,0.278142,313,15,5,66
690,0.134305,667,8,2,33
691,0.181737,797,10,1,53
692,0.07851,444,15,5,58
693,0.013281,661,9,4,98
694,0.167008,360,15,1,67
695,0.209248,787,5,0,34
696,0.380206,303,14,0,86
697,0.333576,624,8,5,88
698,0.397963,686,14,0,25
699,0.053852,371,6,2,64
700,0.300836,443,14,9,12
701,0.27034,723,13,6,31
702,0.352639,637,13,2,67
703,0.454899,220,9,8,39
704,0.232151,505,6,4,87
705,0.09996,398,12,8,41
706,0.373285,743,6,5,14
707,0.386561,391,8,9,35
708,0.132971,566,14,4,74
709,0.40649,594,13,3,68
710,0.379633,777,11,8,15
711,0.225258,241,9,4,13
712,0.257689,434,13,1,15
713,0.469596,339,9,3,32
714,0.499115,371,9,1,8
715,0.283672,457,7,2,69
716,0.019658,220,6,0,95
717,0.321924,337,7,9,93
718,0.096768,268,13,8,56
719,0.091982,422,14,8,55
720,0.144956,230,9,5,8
721,0.13181,764,11,7,87
722,0.034535,200,9,5,87
723,0.086417,354,12,5,72
724,0.492716,231,9,8,73
725,0.229747,795,7,4,36
726,0.0993,720,15,0,84
727,0.343518,381,8,4,78
728,0.099952,323,5,1,22
729,0.465125,372,9,6,21
730,0.154381,798,5,2,19
731,0.410765,613,8,9,87
732,0.038487,654,8,3,76
733,0.441832,603,11,8,46
734,0.379876,459,5,6,40
735,0.468144,211,7,8,45
736,0.261833,420,7,7,4
737,0.468098,389,15,2,73
738,0.112256,407,8,9,53
739,0.178124,751,9,9,30
740,0.318062,606,14,1,98
741,0.374113,276,8,9,44
742,0.388465,301,6,2,1
743,0.183267,540,14,6,84
744,0.396515,286,15,3,11
745,0.337663,452,10,6,97
746,0.455816,538,12,7,20
747,0.301229,679,6,0,99
748,0.137224,665,7,9,87
749,0.376364,336,6,6,78
750,0.266718,440,12,8,10
751,0.428553,280,10,9,88
752,0.357495,631,5,7,20
753,0.266478,525,9,6,44
754,0.08021,453,6,2,11
755,0.219507,371,15,7,92
756,0.290645,485,15,1,25
757,0.223759,592,13,7,77
758,0.067126,471,14,6,21
759,0.325606,550,6,1,69
760,0.017146,718,7,9,32
761,0.123353,748,9,1,51
762,0.24806,787,9,4,94
763,0.284565,391,11,9,79
764,0.420624,790,12,7,49
765,0.21578,273,6,2,47
766,0.046128,777,8,3,53
767,0.245289,310,7,7,1
768,0.351341,553,11,4,90
769,0.243617,354,7,9,30
770,0.168685,621,9,0,7
771,0.026721,697,10,1,30
772,0.310307,219,12,2,14
773,0.407485,222,11,5,70
774,0.1546,556,8,4,35
775,0.119385,731,13,0,16
776,0.246321,709,11,4,65
777,0.12647,758,6,4,86
778,0.0134,446,5,9,88
779,0.451183,403,9,1,73
780,0.305153,708,7,1,28
781,0.157479,724,10,8,39
782,0.320432,369,7,3,92
783,0.017263,326,14,5,63
784,0.433186,422,13,0,56
785,0.472925,476,8,4,96
786,0.188683,425,5,3,70
787,0.156506,621,15,0,49
788,0.11814,425,12,1,5
789,0.40673,247,15,5,1
790,0.010001,590,13,2,74
791,0.31151,511,5,9,79
792,0.362333,438,12,9,39
793,0.462451,392,5,7,21
794,0.483392,513,14,8,24
795,0.302236,286,13,8,6
796,0.469429,439,10,3,51
797,0.109538,774,9,2,13
798,0.290464,428,14,4,91
799,0.356566,477,8,6,4
800,0.059755,683,8,2,48
801,0.069759,317,10,0,15
802,0.264416,604,13,0,56
803,0.451062,483,14,3,30
804,0.46907,686,8,6,12
805,0.282505,776,15,4,62
806,0.392532,675,12,0,92
807,0.029418,247,10,6,66
808,0.160549,764,15,6,65
809,0.296882,551,9,3,47
810,0.124654,352,12,1,77
811,0.336358,419,14,7,89
812,0.403486,404,6,3,37
813,0.094234,221,15,3,79
814,0.059754,585,13,0,2
815,0.418422,452,13,4,77
816,0.379697,379,5,1,69
817,0.077267,592,7,2,0
818,0.27013,387,6,8,9
819,0.146559,593,14,9,68
820,0.022735,570,14,8,79
821,0.07891,662,13,5,57
822,0.359872,679,13,5,46
823,0.36781,443,14,8,12
824,0.319766,751,10,0,13
825,0.483387,515,5,1,82
826,0.386617,784,12,5,38
827,0.103532,685,13,8,23
828,0.061423,200,11,5,49
829,0.39092,599,6,9,20
830,0.366825,573,14,8,96
831,0.120529,349,8,4,31
832,0.306908,383,14,7,6
833,0.067896,339,11,4,63
834,0.447169,424,13,0,79
835,0.409074,451,6,1,1
836,0.412224,386,12,5,20
837,0.17329,426,10,8,99
838,0.067771,756,8,0,4
839,0.498674,756,12,4,1
840,0.176049,450,12,1,21
841,0.193294,609,10,8,73
842,0.214687,239,15,6,42
843,0.041779,430,8,2,28
844,0.417264,286,13,8,29
845,0.213617,421,14,6,80
846,0.373031,476,13,5,72
847,0.227297,249,14,6,22
848,0.061518,303,7,9,63
849,0.422437,774,8,7,31
850,0.339387,507,15,9,17
851,0.498624,509,7,4,29
852,0.114318,415,14,5,12
853,0.234665,728,8,0,81
854,0.174464,662,15,1,65
855,0.110608,775,13,8,2
856,0.37902,317,9,7,33
857,0.250255,444,14,6,63
858,0.460827,245,11,7,18
859,0.367072,639,12,3,1
860,0.338665,539,5,8,4
861,0.252255,278,7,1,93
862,0.018002,239,14,0,38
863,0.133699,315,10,8,53
864,0.101731,258,7,1,33
865,0.047432,695,7,7,71
866,0.201525,206,8,7,69
867,0.136628,720,8,7,97
868,0.455006,548,9,2,22
869,0.379703,775,13,4,6
870,0.419826,777,15,9,5
871,0.116707,594,13,6,20
872,0.346259,701,6,5,52
873,0.164914,299,14,3,42
874,0.067112,479,12,8,53
875,0.245247,612,7,1,30
876,0.235935,235,10,6,64
877,0.333586,430,9,9,5
878,0.493155,534,13,0,93
879,0.331384,501,10,6,26
880,0.039812,469,9,9,96
881,0.43937,368,10,8,62
882,0.049481,482,12,1,31
883,0.493139,394,6,5,16
884,0.179845,562,10,2,48
885,0.337764,402,12,8,9
886,0.374061,765,14,9,24
887,0.237288,736,15,3,66
888,0.275164,541,15,7,45
889,0.128562,627,14,4,47
890,0.473812,652,6,9,20
891,0.468835,656,8,5,41
892,0.146823,261,11,9,36
893,0.239468,263,5,1,71
894,0.298554,548,13,7,5
895,0.026508,236,15,2,35
896,0.323807,748,5,1,51
897,0.194559,320,11,3,21
898,0.46884,761,13,5,50
899,0.444073,457,5,7,48
900,0.443347,766,9,1,13
901,0.041351,499,5,2,10
902,0.035339,754,10,8,58
903,0.087433,440,5,7,35
904,0.245082,558,13,3,55
905,0.045331,220,6,6,28
906,0.044706,339,15,3,61
907,0.300253,536,6,6,34
908,0.157653,428,14,4,68
909,0.136328,334,10,2,89
910,0.492704,643,9,3,84
911,0.202751,303,13,6,19
912,0.278952,491,10,6,58
913,0.122875,617,11,2,63
914,0.44328,775,12,0,8
915,0.117045,688,7,4,98
916,0.175134,241,14,8,4
917,0.351297,294,7,6,19
918,0.154632,262,14,6,98
919,0.27117,388,9,2,46
920,0.171211,606,11,7,5
921,0.499485,467,13,1,88
922,0.160082,386,11,0,75
923,0.328334,779,11,7,89
924,0.321206,471,5,9,98
925,0.056483,733,11,3,37
926,0.494627,453,14,6,4
927,0.136601,754,9,8,71
928,0.348363,575,5,3,81
